Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Fotodermatología,CAMARA DE FOTOTERAPIA,128568,BIO-100561,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",DAAVLIN,P3251-SNBPC-0048,3SERIES PC31148,Extensión,BIO,Clase I,INVIMA 2009EBC-0003822,,,UdeA,,,,,,,,,,,,,,,,,,Si,4,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CAMARA DE FOTOTERAPIA,151197,BIO-102003,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",DAAVLIN,P3526A1X4800,3SERIES X350-48,Extensión,BIO,Clase I,INVIMA 2009EBC-0003822,,,UdeA,,,,,,,,,,,,,,,,,,Si,4,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CAMARA DE FOTOTERAPIA MANOS,155521,BIO-9405,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",DAAVLIN,M10059PLNBX0010,MSERIES,Extensión,BIO,Clase I,INVIMA 2009EBC-0003822,,,UdeA,,,,,,,,,,,,,,,,,,Si,4,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CAMARA DE FOTOTERAPIA PARA PIES-MANOS,151198,BIO-100301,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",NATIONAL BIOLOGICAL,19027,UVA-118,Extensión,BIO,Clase I,INVIMA 2010EBC-0005751,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CAMARA DE FOTOTERAPIA PARA PIES - MANOS,151199,BIO-100302,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",NATIONAL BIOLOGICAL,19030,UVA-118,Extensión,BIO,Clase I,INVIMA 2010EBC-0005751,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CAMARA DE FOTOTERAPIA PIES,155522,BIO-9406,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, FOTOTERAPIA",DAAVLIN,M10058PLNBX0010,MSERIES,Extensión,BIO,Clase I,INVIMA 2009EBC-0003822,,,UdeA,,,,,,,,,,,,,,,,,,Si,4,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,CINTA METRICA,S/D,,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, CONSULTORIO FOTOTERAPIA",NT,NT,NT,Extensión,BIO,Clase I,,,,UdeA,,,,,,,,,,,,,,,,,,No,,Si,cada 2 años,,,,,,,,,,,,
Fotodermatología,DERMATOSCOPIO,139191,BIO-102091,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",FOTOFINDER,NT,DOCKING STATION MC500,Extensión,BIO,,,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,ELECTROPORADOR,145846 / 2001907,BIO-102242,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",ECLERIS,EP100R0120121658,EP100,Extensión,BIO,Clase IIa,INVIMA 2011DM-0008050,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,EQUIPO DE MICRODERMOABRASION,145845 / 2001908,BIO-102241,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",ECLERIS,VA1611RX220124740,VA161/1,Extensión,BIO,Clase IIa,INVIMA 2011DM-0008049,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,EQUIPO PELLEVÉ,163482,BIO-9845,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",ELLMAN,PELLEVÉ S5,1310S,Extensión,BIO,Clase IIb,INVIMA 2010EBC-0005506,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,EXCIMER 308,169273,BIO-10916,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",ALMA LASERS,308 EXCIMER SYSTEM,AL-308-0297,Extensión,BIO,Clase I,INVIMA 2017EBC-0016377,,,UdeA,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Fotodermatología,LAMPARA DE FOTOTERAPIA - DINAMICA,128209,BIO-100563,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, CONSULTORIO FOTOTERAPIA",AKTILITE,2367,CL128N,Extensión,BIO,Clase IIa,S/D,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,LASER DE DERMATOLOGIA,125972,BIO-100564,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, LÁSER DERMATOLOGIA",PALOMAR,152375,STARLUX,Extensión,BIO,Clase IIa,INVIMA 2013EBC-000995,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,Camara de Fototerapia para manos UVB,118687,BIO-100560,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, PUVATERAPIA",NATIONAL BIOLOGICAL,UVB 138,38244,Extensión,BIO,Clase I,INVIMA 2010EBC-0005751,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,Camara de Fototerapia para pies UVB (2),118688,BIO-100552,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, PUVATERAPIA",NATIONAL BIOLOGICAL,UVB 138,38245,Extensión,BIO,Clase I,INVIMA 2010EBC-0005751,,,UdeA,,,,,,,,,,,,,,,,,,Si,1,Si,1 Timer,,,,,,,,,,,,
Fotodermatología,Equipo de fototerapia portatil,LIME 602,BIO-16927,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, Fototerapia (Excimer) ",exciplex,308NM,HJ001,Extensión,BIO,Clase IIb,INVIMA 2019EBC-0020846,,2024-06-27 00:00:00,UT LIME,,,Dilaser,Si,,Compra,Factura,DLSR5727,122971328,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Fotodermatología,Electrocauterio,LIME 625,BIO-17237,,Jhon Frank Villa,"Hospital Alma Mater de Antioquia, Bloque A, segundo piso, Fotodermatologia",SURTRON,80 D,3610281722,Extensión,BIO,,,,,UT LIME,,,MR y Cia S.A.S.,,,Compra,Factura,,4688217,,,,,,,,,Si,1,Si,1,,,,,,,,,,,,
