Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Dermatopatología,Baño María,168582 / 062531,BIO-16667,16 - 861,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Thermo Scientific,TSGP05,300074412,Extensión e investigación,BIO,,ACTA No. 03 Abril 10 de 2013,,2017,UdeA ,2016-04-30 00:00:00,,,No,,,,,,Si,,Ing,Ing,,,,,Si,2,Si,2,Temperatura,5 - 100 °C,"0,1 °C",94°C,,100 - 120 VAC,"2,4 A",,,,,Frecuencia 50 - 60 Hz
Dermatopatología,Báscula gancho,12092018,Pendiente,NT,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",WeiHeng,WH-A04,9001298,,IND,,"No requiere, no es considerada dispositio medico, es usada para pesar los residuos biológicos",,2018,UdeA ,,,,No,,,,,,,,,,,,,,No,,No,,Peso,0 - 45 kg,10 g,0 - 45 kg,,,,,,,,
Dermatopatología,Bascula puvaterapia,B2012/064816,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Consultorio",Detecto,D-1130K,J1009881320,,BIO,Clase I,ACTA No. 09 Octubre 14 de 2015,,,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,Peso,,,0 - 130 kg,,,,,,,,
Dermatopatología,Central de inclusión de tejido,29075,BIO-16668,15 - 189,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Lipshaw,1555,G-733,,BIO,,Antes de 2009,,1975,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Congelador horizontal,176690 U de A,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Castell,SC-7-2M,6120925185,,IND,,Antes de 2009,,2002,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,No,,Temperatura,,,-15 - -25 °C,,,,,,,,
Dermatopatología,Dispensador de parafina,29076 / 062538,BIO-16669,15 - 134,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Lipshaw,224,R-381,,BIO,,Antes de 2009,,1985,UdeA ,,,,No,,,,,,Si,,Ing,Ing,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Estufa de dos puestos,3045504,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Haceb,EM-2L,276175047,,IND,,No es considerado dispositivo médico,,1995,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,No,,,,,,,,,,,,,
Dermatopatología,Estufa de fijación,45504 / 062536 / 013356,BIO-16670,14 - 410,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Memmert,TV-30U,760475,Extensión e investigación,BIO,,Antes de 2009,,1975,UdeA ,,,,No,,,,,,Si,,Si,,,,,,Si,2,Si,2,Temperatura,0 - 200 °C,10 °C,56°C a 61°C,,110 VAC,,,,,,
Dermatopatología,Indicador de temperatura 1 congelador nevera,02062017-1,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Vici,TM803,IA009,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2015,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,No,,Temperatura,"-50,0 a 70,0 °C","0,1 °C",2 - 8 °C,,,,,,,,
Dermatopatología,Termómetro digital,02062017-2,BIO-16671,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - nevera  ",Vici,TM803,IA010,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,1,Si,1,Temperatura,"-50,0 a 70,0 °C","0,1 °C",2 - 8 °C,"0,57 °C",,,,,,,
Dermatopatología,Indicador de temperatura 3 congelador,3 (M-17597),Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Hanna,HI98509,N/I,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,1,Si,1,Temperatura,T-50 - 150 °C,"0,1 °C",-15 - -25 °C,,,,,,,,
Dermatopatología,Indicador de temperatura 4 estufa de fijación,02062017-4,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Vici,TM803,IA008,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,No,,Temperatura,T -50 - 70 °C,"0,1 °C",59°C a 64°C,,,,,,,,
Dermatopatología,Micropipeta,161243,BIO-16672,15 - 166,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Gilson,Pipetman Neo P2N,MK24126,,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2016,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,volumen,"0,2 - 2 uL","0,002 ul",0 a 2 µl,,,,,,,,
Dermatopatología,Micropipeta,306090700,BIO-16673,15 - 166,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Gilson,Pipetman Neo P20N,CD54341,,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2008,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,volumen,2 - 20 uL,"0,02 uL",2 a 20 µl,,,,,,,,
Dermatopatología,Micropipeta,170844,BIO-16674,15 - 166,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Gilson,Pipetman G P200G,MH51632,,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2011,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,volumen,20 -200 uL,"0,2 uL",20 a 200µl,,,,,,,,
Dermatopatología,Micropipeta,170843,BIO-16675,15 - 166,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Gilson,Pipetman G P1000G,NB52398,,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2011,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,volumen,100 - 1000 uL,2 uL,200 a 1000 µl,,,,,,,,
Dermatopatología,Microscopio binocular,135700,BIO-16676,15 - 156,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Aula docencia",Nikon,YS2-H,147517,,BIO,Clase I,,,Antes de 2014,UdeA ,,,,No,,,,,,Si,,Ing,Ing,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Microscopio de fluorecencia,13378,BIO-16677,16 - 439,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Cuarto de inmunofluorecencia",Leitz Wetzlar,Dialux 22/22 EB,N/I,,BIO,Clase I,,,Antes de 2014,UdeA ,,,,No,,,,,,Si,,Si,,,,,,No,,No,,,,,,,,,,,,,
Dermatopatología,Microscopio Fluorescencia,147095,BIO-16678,16 - 439,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Cuarto de inmunofluorecencia",Nikon,Eclipse Ci-S,401033,Extensión,BIO,Clase I,INVIMA 2013DM-0010750,,2012,UdeA ,NI,,,No,,,,,,,,,,,,,,Si,2,No,,,,,,,100 - 240 VAC,"0,8 A",,,,,Frecuenia 50/60 Hz
Dermatopatología,Microscopio,156115,BIO-16679,15 - 156,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Aula docencia",Olympus,BX43,4H44872,,BIO,Clase I,INVIMA 2013DM-0010793,,2015,UdeA ,,,,No,,,,,,Si,,Ing,Ing,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Microscopio Triocular,076628 / 062530,BIO-16680,15 - 156,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Nikon,Labophot-2,462039,Docencia y extensión,BIO,Clase I,Antes de 2009,,1995,UdeA ,,,,No,,,,,,Si,,Ing,Ing,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Microscopio y Cámara Leica,164367,BIO-16681,15 - 156,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Cuarto de inmunofluorecencia",Leica,DM500,C540242931LS0390,"Investigación, docencia y extensión",BIO,Clase I,INVIMA 2014DM-0011844,,2016,UdeA ,05/2016,860.000.648-2,Sanitas S.A.S,No,,Compra,,,,Si,,Si,Si,,,,,Si,2,No,,,,,,,100 - 240 VAC,,,,,,"Frecuenia 50/60 Hz
Potencia 17W"
Dermatopatología,Micrótomo de rotación,135735,BIO-16682,15 - 589,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Leica,RM2135,50029135,,BIO,Clase I,Antes de 2009,,2001,UdeA ,,,,No,,,,,,Si,,Si,Si,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Mototool,142045,Pendiente,NT,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Dremel,4000,N/I,,IND,,No es considerado dispositivo médico,,2011,UdeA ,,,,No,,,,,,Si,,Si,Si,,,,,No,,No,,,,,,,,,,,,,
Dermatopatología,Nevera,133512 U de A,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Whirlpool,2WRT88YMDL,VSY2361415,,IND,,,,2009,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,3,No,,,,,,,,,,,,,
Dermatopatología,Nevera (reemplazo),063436,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Samsung,SRG-118 SG12BCSWCN/SCL,04664AFL601676H,Extensión e investigación,IND,,,,NI,UdeA ,,,,No,,,,,,,,,,,,,,No,,No,,Temperatura,,,,,110 - 127 VAC,1 A,,,,,
Dermatopatología,Nevera nueva,187700,Pendiente,13 - 315,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",HACEB,H6163NT23 (Referencia: N SIBERIA 230 CE DA MI TI),NI,Extensión e investigación,IND,Clase IIa,"No tiene registro invima, no requiere por las sustancias que almacena",,2021-06-09 00:00:00,UdeA ,NI,900.627.221-8,MCD Pharma S.A.S ,Si,06/2022,Compra,Factura,FE2285,,Si,,,,Si,,,,Si,2,No,,Temperatura,,,,,115 VAC,"0,7 A",,,,,"Frecuenia 60 Hz
Potencia 70 W
Capacidad 229,2 L"
Dermatopatología,Ph metro,171340,BIO-16683,15 - 164,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Ezdo,7200,606371,,BIO,,No es considerado dispositivo médico,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,2,Si,2,Ph,-2 - 16 pH,"0,01 pH",0 a 14,,,,,,,,
Dermatopatología,Pipeteador portátil,306091000,BIO-16684,15 - 663,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Drummond,pipet aid XP,128337,,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2011,UdeA ,,,,No,,,,,,Si,,,,,,,,Si,1,No,,Volumen,,,,,,,,,,,
Dermatopatología,Termohigrómetro digital,2 (TH-DP-01),BIO-16685,NI,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Cuarto de inmunofluorecencia",Clock-Humidity,HTC-2,N/I,,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,NI,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,Si,1,Temperatura/Humedad,T -10 - 50 °C / 10 - 99 %HR,"0,1 °C / 1% HR",18°C a 25°C / 40% a 67%.,"0,01 °C / -0,4 %HR",,,,,,,
Dermatopatología,Termohigrómetro digital,1 (01A10),BIO-16686,NI,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",BOECO Germany,BOE330,N/I,Extensión e investigación,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,NI,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,Si,1,Temperatura/Humedad,0 - 50 °C / 25 - 95 %HR,1 °C / 1%HR,18 a 25 °C / 40 a 67 %HR,"0,24 °C / -0,7 %HR",,,,,,,
Dermatopatología,Termómetro de punzón,02062017-7,BIO-16687,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Nevera de transporte",Multi-Thermometer,N/I,N/I,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,Si,1,Temperatura,T- 50 - 300 °C,"0,1 °C",2 - 8 °C,"0,57 °C",,,,,,,
Dermatopatología,Termómetro punzón 5 baño de flotación,5 (91000-051/F),Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Pocket,N/I,N/I,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2015,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,No,,Temperatura,T-50 - 200°C,0.1°C,47°C a 52°C,,,,,,,,
Dermatopatología,Termómetro de punzón,02062017-6,BIO-16688,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Dispensador de parafina",Multi-Thermometer,N/I,N/I,,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,2017,UdeA ,,,,No,,,,,,Si,,,,,,,,No,,Si,1,Temperatura,T -50 - 300 °C,"0,1 °C",56°C a 61°C,"0,57 °C",,,,,,,
Dermatopatología,Timer,11102018,BIO-16689,14 - 053,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Control Company,5012,160773073,,BIO,,ACTA No. 03 Abril 10 de 2013,,2018,UdeA ,,,,No,,,,,,Si,,Ing,Ing,,,,,No,,Si,1,Tiempo,"59:59,99 min;s,00",1 s,"99 hs, 59', 59''",,,,,,,,
Dermatopatología,Timer,BOE 220,BIO-16690,14 - 053,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",N/I,TR118,N/I,,BIO,,ACTA No. 03 Abril 10 de 2013,,2015,UdeA ,,,,No,,,,,,Si,,Si,,,,,,No,,Si,1,Tiempo,"59:59,99 min;s,00",1 s,"99 hs, 59', 59''",,,,,,,,
Dermatopatología,Termómetro digital,08112021-8,BIO-16691,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Estufa de fijación",Halthen,TA268,26765,,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,2021-11-08 00:00:00,UdeA ,NT,900355024-5,Equipos y laboratorio,No,,Compra,Factura,FE6466,,Si,,Ficha técnica,,,,,,Si,1,Si,1,Temperatura,T - 40 a 70 °C,"0,1°C",56 - 61 °C,"0,7 °C",,,,,,,
Dermatopatología,Termómetro digital,08112021-9,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Halthen,TA268,26405,,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,2021-11-08 00:00:00,UdeA ,NT,900355024-5,Equipos y laboratorio,No,,Compra,Factura,FE6466,,Si,,Ficha técnica,,,,,,Si,1,Si,1,Temperatura,T - 40 a 70 °C,"0,1°C",47 a 52°C,,,,,,,,
Dermatopatología,Termómetro digital,080220022-11,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Halthen,TA268,28015,,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,2022-02-08 00:00:00,UdeA ,NT,,,,,Compra,,,,,,,,,,,,Si,1,Si,1,Temperatura,T -40 a 70 °C,"0,1°C",47 - 52 °C,,,,,,,,
Dermatopatología,Termómetro digital,080220022-10,BIO-16692,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Congelador nevera",Halthen,TA268,28014,Extensión e investigación,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,2022-02-08 00:00:00,UdeA ,NT,,,,,Compra,,,,,,,,,,,,Si,1,Si,1,Temperatura,T -40 a 70 °C,"0,1°C",T -15 a -25 °C,"0,1 °C",,,,,,,
Dermatopatología,Dermatoscopio,NT,BIO-16693,18 - 021,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Consultorio",3GEN,DL4,DL4I2286,,BIO,Clase I,INVIMA 2023DM-0026471,,2022-09-05 00:00:00,UdeA ,NT,811001713-1			,Profesional ginecologico S.A PROGYNE S.A.S.,Si,2027-09-01 00:00:00,Compra,Acta de entrega,,,SI,,,,,,,,Si,2,No,,,,,,,,,,,,,
Dermatopatología,Termómetro digital,08092023-12,BIO-16694,17- 436,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",Halthen,TA268,29825,,BIO,Clase I,ACTA No. 03 Abril 10 de 2013,,2023-06-14 00:00:00,UdeA ,NT,900355024-5,Equipos y laboratorio,Si,2024-06-14 00:00:00,Compra,Factura,FE11037,,,,,,,,,,Si,1,Si,1,Temperatura,T -40 a 70 °C,"0,1°C",47 - 52 °C,"1,3 °C",,,,,,,
Dermatopatología,Baño de flotación,209557,BIO-16666,15 - 107,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",KEDEE,KD-P,51A638,,BIO,,,7 Años,2024-07-19 00:00:00,UdeA ,04/2024,901.633.213-7,Mercilab S.A.S,Si,07/2025,Compra,Factura,,,,,,,,,,,Si,1,Si,1,,,,,,110 VAC,,,,,,"Frecuencia  60Hz
Potencia 200 W"
Dermatopatología,Refrigerador-congelador mixto,209912,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",MELING BIOMEDICAL,YCD-EL450,220702139,,BIO,Clase IIa,INVIMA 2022DM-0025849,,2024-07-12 00:00:00,UdeA ,07/2022,900355024-5,Equipos y laboratorio,Si,,Compra,Factura,FE13533,16592631,,,,,,,,,Si,1,Si,1,Temperatura,"Refrigeración 
2 a 8 °C
Congelación
- 10 a -26 °C",,,,110 VAC,"3,23 A",,,,144 Kg,"Frecuencia  60Hz
Volumen 450 L"
Dermatopatología,Regulador de voltaje,Pendiente,Pendiente,,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento",Magom,EV 3000,3250588,,IND,,,,2024-07-12 00:00:00,UdeA ,NI,900355024-5,Equipos y laboratorio,Si,,Compra,Factura,FE13534,Incluido en el valos del equipo mixto,,,,,,,,,Si,1,No,,volumen,110 - 120 VAC,,,,90 - 150 VAC,,,,,,
Dermatopatología,Agitador vortex,209535,BIO-16847,15 - 651,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",FOUR E'S SCIENTIFIC,MI0101002,VMP100981,,BIO,,,,2024-07-17 00:00:00,UdeA ,,900.754.314-8,Gentech S.A.S,Si,2026-07-17 00:00:00,Compra,Factura,GEN 5720,1130048,,,,,,,,,Si,1,No,,,,,,,,,,,,,
Dermatopatología,Plancha de agitación y calentamiento,209538,BIO-16791,15 - 651,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",FOUR E'S SCIENTIFIC,MI0102003 V11,LS51N004186,,BIO,,,,2024-07-17 00:00:00,UdeA ,,900.754.314-8,Gentech S.A.S,Si,2026-07-17 00:00:00,Compra,Factura,GEN 5720,1173768,,,,,,,,,Si,1,Si,1,,,,,,110 - 120 VAC,6 A,,,,,Frecuencia  50 - 60Hz
Dermatopatología,pHmetro,LIME 624,BIO-16683,15 - 164,Diana Meneses,"Hospital Universitario San Vicente Fundación, Bloque 7, Laboratorio de Dermatopatología, Área de procesamiento - Baño de flotación",BRIXCO,8681,534599,,BIO,,,,2024-09-05 00:00:00,UT LIME,NI,901.633.213-7,Mercilab S.A.S,No,2024-12-05 00:00:00,Compra,Factura,MED388,493850,,,,,,,,,Si,1,Si,1,pH,"0 a 14 pH 
0 a 50 °C","0,1 pH 
0,5 °C",,,4 Pilas LR44,NI,NI,NI,152x37x24 mm,65 g,NI
