Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Grupo Reproducción,Micropipeta multicanal,LABREP 09,BIO-16841,15-166,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Sartorius,Proline Plus.,ED57578,Docencia e investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,2021,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,No,,No,,Volumen,30 - 300 uL,,,,,,,,,,
Grupo Reproducción,Espectrofotometro,150716,BIO-16842,15-601,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Thermo,Multiskan FC,357903698,Docencia e investigación,,,,,,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,No,,No,,,,,,,,,,,,,
Grupo Reproducción,Micropipeta,60559,BIO-16843,15-166,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Nichirio,Nichipet Explus,H69014502,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,GENTECH,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Volumen,2 - 20 uL,,,,,,,,,,
Grupo Reproducción,Micropipeta,023117,BIO-17234,15-166,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Nichirio,Nichipet Explus,H38014182,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,GENTECH,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Volumen,2 - 20 uL,,,,,,,,,,
Grupo Reproducción,Micropipeta,60567,BIO-16844,15-166,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Nichirio,Nichipet Explus,H69014312,Extensión,BIO,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,GENTECH,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Volumen,20 - 200 uL,,,,,,,,,,
Grupo Reproducción,Micropipeta,60554,BIO-16845,15-166,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Nichirio,Nichipet Explus,H69012472,Docencia e investigación,,Clase I,ACTA No. 09 17 de Septiembre de 2014,,,UdeA,,,GENTECH,No,,Compra,Factura,,,,,,,,,,,No,,No,,Volumen,100 - 1000 uL,,,,,,,,,,
Grupo Reproducción,Balanza Analitica,038547,BIO-16846,10-261,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Adam Equipment,NBL 124e,AE9UT335,Extensión,BIO,Clase I,ACTA No. 07 Junio 10 de 2009,,,UdeA,,900.355.024-5,Equipos y laboratorio,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Peso,carga max. 120 g,"0,0001 g",,,,,,,,,
Grupo Reproducción,Agitador,127393,BIO-16847,15-651,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",LABNET,VX100,,Docencia e investigación,,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,No,,No,,Velocidad,,,,,,,,,,,
Grupo Reproducción,Cuenta globulos,110688 / 038565,BIO-16848,15-112,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",INDULAB,GC-97,09793,Extensión,BIO,,No es considerado dispositivo médico,,,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,Si,1,No,,,,,,,117 VAC,,,,,,Frecuencia 60 Hz
Grupo Reproducción,Termohigrómetro,NT,BIO-16850,14-032,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",HALTHEN,TTH-002,29731,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2022-08-16 00:00:00,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Temperatura             Humedad,,,,,,,,,,,
Grupo Reproducción,Termómetro,NT,BIO-16849,14-028,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",HALTHEN,TA-268,29543,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2022-08-16 00:00:00,UdeA,,,,No,,Compra,Factura,,,,,,,,,,,Si,1,Si,1,Temperatura,,,,,,,,,,,
Grupo Reproducción,Termómetro digital,NT,BIO-16850,14-028,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",HALTHEN,TA-268,NI,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,,UdeA,,,,No,,,,,,,,,,,,,,No,,No,,Temperatura,,,,,,,,,,,
Grupo Reproducción,Baño María,137856,BIO-16851,16-861,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",CENTRICOL,,1010,Docencia e investigación,,Clase I,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 09 Octubre 17 de 2012",,2010-10-26 00:00:00,UdeA,,800.160.884-1,Filtración y Análisi,No,2011-10-26 00:00:00,Compra,Certif. garantía,,,,,,,,,,,No,,No,,Temperatura,,,,,,,,,,,
Grupo Reproducción,Baño Seco,108362 / 038548,BIO-16852,NI,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Fisher Scientific,,205N0583,Extensión,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 09 Octubre 17 de 2012",,2002-08-07 00:00:00,UdeA,,,G&G SUCESORES,No,,Compra,,,,,,,,,,,,Si,1,Si,1,Temperatura,,,,,115 VAC,"1,6 A",,,,,Frecuencia 50/60 Hz
Grupo Reproducción,Microscopio  ,137869 / 000628,BIO-16851,18-283,Carolina Navarro,"SIU - Laboratorio Reproducción - Torre 2, Lab 534",Nikon,Eclipse E200MV R,106614,Extensión e investigación,BIO,Clase I,,,,UdeA,,,,No,,,,,,,,,,,,,,Si,1,No,,,,,,,100 - 240 VAC,"0,8 A",,,,,Frecuencia 50/60 Hz
