Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
LIME - Hematología,Centrífuga refrigerada,130937,BIO-12186,10 - 780,Gloria Zapata / Gloria Zapata,Área centrífugas,BOECO - HETTICH,U-320R,0000189,,BIO,Clase IIa,INVIMA 2014DM-0011507,,2008-12-02 00:00:00,UdeA,2008,811.033.098-5,Importecnical Ltda.,No,,Compra,Factura,006093,,SI,,,,SI,SI,,,Si,2,Si,2,vacio,Max. 15000 rpm (según folleto)               Max. 5000 rpm (evidencia)                             T -20 a 40°C,10 rpm                    1°C                                                                                                                 ,1000 - 4500 rpm,NI,200 - 240 V,4 A,NI,NI,346 x 401 x 695 mm,53 kg,NI
LIME - Hematología,Analizador de coagulación automatizado - Equipo de Hemostasia,LIME 378,BIO-16281,15 - 098,Gloria Zapata / Andres Zuluaga,Procesamiento Seccion A,SYSMEX,CS2500,25407,,BIO,Clase IIa,INVIMA 2016DM-0015107,,28/06/2021 (Facturado) 16/07/2021 (Instalado),UT LIME,NI,900.931.305-0,SIEMENS,No,2022-07-15 00:00:00,Compra,Factura,TE57569,,SI,SI,SI,SI (CAP),SI,SI,SI,Semestral,Si,2,No,,,,,,,100 - 240 VAC,NI,30 - 85 %HR,15 - 30 °C,Unidad principal                           775 x 895 x 685 mm                        Unidad neumática                             280 x 355 x 400 mm,Unidad principal                           110 kg                                                    Unidad neumática                             17 kg,NI
LIME - Hematología,Micropipeta ,160517,BIO-12193,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12168,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,100 - 1000 uL,1 uL,100 - 1000 ul,NI,,,,,,,
LIME - Hematología,Micropipeta ,160516,BIO-12194,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12173,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,100 - 1000 uL,1 uL,100 - 1000 ul,NI,,,,,,,
LIME - Hematología,Micropipeta ,160515,BIO-12198,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12148,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,20 - 200 uL,"0,2 uL",20 - 200 ul,NI,,,,,,,
LIME - Hematología,Micropipeta ,160512,BIO-12199,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12153,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,20 - 200 uL,"0,2 uL",20 - 200 ul,NI,,,,,,,
LIME - Hematología,Micropipeta,160514,BIO-12195,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12133,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,2 -20 uL,"0,02 uL",2 - 20 ul,NI,,,,,,,
LIME - Hematología,Micropipeta,160513,BIO-12196,15 - 166,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Thermo Scientific,Finnpipette F1,MH12128,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7206,,SI,,SI,SI (CAP),SI,,SI,Trimestral,Si,1,Si,1,Volumen,2 - 20 uL,"0,02 uL",2 - 20 ul,NI,,,,,,,
LIME - Hematología,Microscopio,162120,BIO-12200,12 - 536,Gloria Zapata / Gloria Zapata,Procesamiento Seccion A,Motic,BA210,1110007986,,BIO,Clase I,INVIMA 2014DM-0012286,,2016-01-19 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,No,,Compra,Factura,C7205,,SI,,SI,,SI,SI,,,Si,2,No,,,,,,,110 VAC,"2,5 A","Max. 75% hasta 31°C, 50% a 40°C",15 - 35 °C,NI,NI,NI
LIME - Hematología,Refractometro,15896,BIO-12201,15 - 169,Gloria Zapata,Citometría de flujo,ATC ZHIFONG,FG-312,5012752,,BIO,Clase I,Antes de 2009 ,,2008-08-28 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,12492,,SI,,SI (ING),,,,,,Si,2,No,,,"0 - 12 g/dl
1,000 - 1,050 sg
1,3330 - 1,3600RI","0,2 g/dl
0,002 sg
0,0005RI",0 a 12 g/dl,NI,,,,,29 x 160 mm,175 g,
LIME - Hematología,Contador hematologico,Arriendo MyM 1,Pendiente,NI,Gloria Zapata / MyM Diagnostics,Procesamiento Seccion A,sysmex,xs-1000i,74729,,BIO,Clase IIa,INVIMA 2019DM-0019332,,2020-06-09 00:00:00,Comodato MyM,10/2015,900.228.842-1,MyMDiagnostics,No,,Arriendo,Informe de instalación,12472 (Reporte instalación),,SI,,SI,SI (CAP),SI,SI,SI,Semestral,No,,No,,,,,,,110 - 220 VAC,NI,45% - 85% HR,15 - 30 °C,"305 x 385 x 400 mm (ancho, alto, profundo)",25 kg,NI
LIME - Hematología,UPS,Arriendo MyM 1-3,Pendiente,,Gloria Zapata / MyM Diagnostics,Procesamiento Seccion A,POWER SUN,PWSC-1KVA,140426-1380969,,IND,,,,2020-06-09 00:00:00,Comodato MyM,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,
LIME - Hematología,Timer 3 canales,LIME 047,BIO-16695,14 - 053,Gloria Zapata,Procesamiento Seccion A,Kexgermany,PS-370,2021-04,,BIO,,ACTA No. 03 Abril 10 de 2013,,2021-09-17 00:00:00,UT LIME,NI,811.045.767-6,LABORATORIOS OSSALUD S.A.S,No,,Compra,Factura,OSS7649,65450,,,,,,,,,No,,Si,1,Tiempo,,,,,,,,,,,
LIME - Citometría de flujo,Agitador Vórtex,150955,BIO-12129,15 - 651,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Boeco,Vortex V1 Plus,1020313061616,,BIO,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,2014-02-03 00:00:00,UdeA,NI,890.912.308-6,Laboratorios Ltda.,No,,Compra,Factura,CR 00080017,,SI,,SI,,SI,SI,,,Si,1,No,,Velocidad,750 - 3000 rpm,Perilla sin indicación,750 - 3000 rpm,,100 - 240 VAC,NI,80% max. con T hasta 31°C     50% con T hasta 40°C ,4 - 40 °C,90 x 150 x 80 mm,"0,8 kg",NI
LIME - Citometría de flujo,Baño María,150712,BIO-12130,16 - 861,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion B,Indulab,09-A,13834,,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,2014-01-24 00:00:00,UdeA,NI,811.013.926-3,Indulab S.A.,No,,Compra,Factura,6142,,SI,SI (Registro de nacionalización),SI,SI,SI,SI,Semestral,,Si,2,Si,2,Temperatura,37 - 90°C,"0,1 °C",37 - 90 °C,Rango error +/- 1°C,110 VAC,NI,NI,NI,NI,NI,NI
LIME - Citometría de flujo,Centrífuga,151362,BIO-12131,10 - 778,Gloria Zapata / Vanessa Santiago (Patologa),Área centrífugas,Hettich,Rotofix 32A,006965-04,,BIO,Clase I,INVIMA 2013DM-0010231,,2014-03-18 00:00:00,UdeA,NI,890.912.308-6,Laboratorios Ltda.,No,,Compra,Factura,CR 00081028,,SI,SI,SI,,SI,SI,,,Si,1,Si,1,Velocidad,"500rpm - maximo hasta 6000 rpm (depende del rotor)
1 - 99 minutos","100 rpm
1 min",NI,NI,100 - 127 V,3 A,80% max. con T hasta 31°C     50% con T hasta 40°C ,2 - 40 °C,366 x 430 x 257 mm,23 kg,NI
LIME - Microbiología,Nevera,159378,Pendiente,13 - 315,Enith Knuth / Vanessa Santiago (Patologa),Microbiología 1 ,Haceb,N219L CE IP,9000094,,IND,,,,2015-11-13 00:00:00,UdeA,NI,890.934.939-8,Almacén Navarro Ospina S.A.,No,,Compra,Factura,F57-1280,,SI,,SI,,,,,,Si,1,Si,1 (Calificación),Temperatura,"0 A 8 °C 
-6 A -12°C",,,,,,,,,,
LIME - Citometría de flujo,Citómetro Facscanto II,C000436,BIO-12132,16 - 867,Gloria Zapata / Carlos Alberto Palacio Acosta,Citometría de flujo,Becton Dickinson,FacsCanto II,V96301015,,BIO,Clase IIa,INVIMA 2018DM-0018134,,2013-10-21 00:00:00,Comodato BD,NI,860.020.309-6,Becton Dickinson de Colombia Ltda.,,,Comodato,Acta de entrega,NT,,SI,SI,SI (ING),,SI (Proveedor),,Semestral,,No,,No,,,,,,,100/115/230 VAC,"5A at 115 VAC
2.5A at 230 VAC",20 - 80 %,16 - 31 ° C,64 x 91 x 61 cm,Entre 146 y 168 kg,NI
LIME - Citometría de flujo,Micropipeta,32350,BIO-12133,15 - 166,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Gilson,Pipetman P10N,HG32189,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2013-11-13 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,10052,,SI,,SI (ING),,SI,SI,,,Si,1,Si,1,Volumen,1 - 10 uL,"0,02 uL",1 ul a 10 ul,NI,,,,,,,
LIME - Citometría de flujo,Micropipeta,32348,BIO-12134,15 - 166,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Gilson,Pipetman P100N,HC29250,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2013-11-13 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,10052,,SI,,SI (ING),,SI,SI,,,Si,1,Si,1,Volumen,10 - 100 uL,"0,2 uL",10 ul a 100 ul,NI,,,,,,,
LIME - Citometría de flujo,Micropipeta,32349,BIO-12135,15 - 166,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Gilson,Pipetman P1000,JG20370,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2013-11-13 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,10052,,SI,,SI (ING),,SI,SI,,,Si,1,Si,1,Volumen,100 - 1000 uL,2 uL,100 ul a 1000 ul,NI,,,,,,,
LIME - Citometría de flujo,Microscopio,128847,BIO-12136,12 - 536,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Olympus,CX21FS1,7L10235,,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009, en esta acta el Invima indica que los microscopios no requieren registro sanitario, hasta el ACTA No. 09 Octubre 17 de 2012 donde indica que ya si lo requiere.",,2010-08-18 00:00:00,UdeA,NI,811.033.098-5,Importecnical Ltda.,No,,Compra,Factura,08531,,SI,,SI (ING),SI (ING),SI,SI,Anual,,Si,2,No,,,,,,,,,,,,,
LIME - Citometría de flujo,Rotador de tubos,178564,BIO-12137,NI,Gloria Zapata / Vanessa Santiago (Patologa),Procesamiento Seccion A,Thermo Scientific,88881001,I5CT81001229,,BIO,,No es considerado dispositivo médico,,2019-01-14 00:00:00,UdeA,NI,890.923.937-6,Analytica S.A.S.,No,,Compra,Factura,219553,,SI,,SI (ING),,SI,SI,,,Si,2,Si,2,Velocidad - Tiempo,10 - 40 rpm,1 rpm,NI,NI,,,,,,,
LIME,Termohigrómetro,LIME 071, BIO-12138,NI,General,Almacen,Bio Temp,91000-027/B,N/I,,BIO,,ACTA No. 03 Abril 10 de 2013 ,,2015-11-20 00:00:00,UdeA,NI,900.860.232-6,Ingeniería Especializada,No,,Compra,Factura,0131,124120,SI,,SI,,,,,,No,,Si,1,Temperatura - Humedad,T -50 - 70 °C/ 20 - 99%Hr,"0,1 °C / 1% Hr",NI,NI,,,,,,,
LIME - Citometría de flujo,Timer sencillo,LIME 045,BIO-12139,14 - 053,Gloria Zapata,Citometría de flujo,N/I,N/I,N/I,,BIO,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,2013-10-18 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,MR09872,55680,SI,,,,,SI,,,No,,Si,1,Tiempo,"(59:59,99) min;s,00",1s,Variable,NI,,,,,,,
LIME - Citometría de flujo,Timer 3 canales,LIME 046,BIO-12140,14 - 053,Gloria Zapata,Citometría de flujo,Biosciences,N/I,2017-12,,BIO,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,NI,UdeA,NI,NI,NI,No,,Compra,NI,NI,,SI,,,,,SI,,,No,,Si,1,Tiempo,"99 h: 59 min, 59 s",1 s,Variable,NI,,,,,,,
LIME - Citometría de flujo,Timer sencillo,LIME 131, BIO-12141,14 - 053,Gloria Zapata,Citometría de flujo,N/I,N/I,N/I,,BIO,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,2013-10-18 00:00:00,UdeA,NI,811.026.956-0,MR Y CIA S.A.S,No,,Compra,Factura,09872,,SI,,,,,SI,,,No,,No,,Tiempo,"(59:59,99) min;s,00",1s,Variable,NI,,,,,,,
LIME - Citometría de flujo,Clasificador de células FACSMelody,C-LIME-002 / BD D7717,BIO-16279,16 - 503,Gloria Zapata / Andres Zuluaga,Citometría de flujo,BD,FACSMelody,R6616340039,,BIO,,Certificado No Requiere No. 2018012050,,2021-07-26 00:00:00,Comodato BD,NI,860.020.309-6,Becton Dickinson de Colombia Ltda.,,,Comodato,Acta de entrega,NT,,SI,,SI (ING),,,,,,Si,2,No,,,,,,,,,,,,,
LIME - Citometría de flujo,Baño Ultrasónico,C-LIME-002-1 / D-10958,BIO-16696,14 - 263,Gloria Zapata / Andres Zuluaga,Procesamiento Seccion C (Facs Melody),DAIHAN Scientific,WUC-A01H,0399362208R001,,BIO,,,,2021,Comodato BD,NI,860.020.309-6,Becton Dickinson de Colombia Ltda. (Quimicompany),,,Comodato,NI,NI,,SI,,SI (Inglés),,,,,,No,NR,No,,Temperatura Frecuencia,65°C                40KHz,Fijo,,NI,230 VAC,1 A, 80%HR a 31°C y 50%HR a 40°C,0 - 40°C,150 x 135 x 60 mm,"1,8kg","Frecuencia 50/60 Hz Potencia 158 W Capacidad 1,2 L"
LIME - Microbiología,Baño seco,186949,BIO-16288,NI,Enith Knuth / Andres Zuluaga,Microbiología 1 ,Labnet,D1302,BD195AK0000018,,BIO,,ACTA No. 03 Abril 10 de 2013 ,,2020-06-23 00:00:00,UdeA,2019-05-27 00:00:00,900.754.314-8,Gentech,Si,06/2021,Compra,Factura,GEN-887,,SI,,SI,,SI,,,,Si,1,Si,1,Temperatura / Tiempo,5 - 150 °C / 99:59 h:min,"0,1 °C / 1min",,,,,,,,,
LIME - Microbiología,Cabina de bioseguridad,LIME 359,BIO-16298,NI,Enith Knuth / Carolina Rosero,Microbiología 1 ,Biobase,BSC-1300IIA2-X,BSC13A1909195,,BIO,Clase I,Certificación 2014022037 (NO REQUIERE),,2020-03-31 00:00:00,Donación Fundación UdeA,09/2019,811.026.956-0,MR y Cia S.A.S,No,03/2021,Compra,Factura,MRE 10890,,SI,,SI (ING),,SI,,,,Si,1,Si,1 (Calificación),,,,,,,,,,,,
LIME - Microbiología,Cabina de bioseguridad,LIME 358,BIO-16297,NI,Carolina Rosero,Cuarto Alicuotas,TOPAIR SYSTEMS,ECO-BO-080,454026,,BIO,Clase I,No requiere,,2020-03-26 00:00:00,Donación Fundación UdeA,NI,811.026.956-0,MR y Cia S.A.S,No,03/2021,Compra,Factura,MRE 10885,,SI,,,,,,,,Si,1,Si,1 (Calificación),,,,,,,,,,,,
LIME - Microbiología,Equipo de extracción,LIME 357,BIO-16299,NI,Enith Knuth,Microbiología 1 ,Thermo Scientific,KingFisher duo prime,706-80477,,BIO,,Certificación de No Requiere No. 2020009108,,2020-03-25 00:00:00,Donación Fundación UdeA,2020-05-23 00:00:00,900.355.024-5,Equipos y Laboratorio,No,05/2021,Compra,Factura,FE1274,111598200,SI,SI,SI (ING),,SI,,Anual,,Si,1,No,,,,,,,,,,,,,
LIME - Microbiología,ID NOW,LIME 377,BIO-16301,NI,Enith Knuth,Microbiología 1 ,ALERE,NAT-000,B776E61C,,BIO,Clase IIa,INVIMA 2018DM-0017742,,17/03/2021 19/03/2021,UT LIME,NI,860.350.711-1,Comprolab / MyM Diagnostics,Si,03/2022,Compra,Factura,ELEC 07484,,SI,,SI,SI,SI,SI,NR,,No,NR,No,,,,,,,,,,,,,
LIME - Microbiología,Micropipeta,LIME 036,BIO-16287,15 - 166,Enith Knuth,Microbiología 1 ,CORNING,Lambda Plus,A58250030,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2020,UdeA,NI,811.026.956-0,MR y Cia S.A.S,No,NI,Compra,,,,SI,,SI (ING),,SI,SI,,,Si,1,Si,1,Volumen,20 - 200 uL,,,,,,,,,,
LIME - Microbiología,Micropipeta,LIME 032,BIO-16286,15 - 166,Carolina Rosero,Cuarto Alicuotas,CORNING,Lambda Plus,758261061,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,2020,UdeA,NI,811.026.956-0,MR y Cia S.A.S,No,NI,Compra,,,,SI,,SI (ING),,SI,SI,,,Si,1,Si,1,Volumen,100 - 1000 uL,,,,,,,,,,
LIME - Microbiología,Micropipeta multicanal,LIME 028,BIO-17238,15 - 166,Felipe Garcia,Biologia Molecular (Preparacion PCR) ,DLAB,N/I,YM178AD0006256,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Factura 31/03/2020,Donación Fundación UdeA,NI,811.026.956-0,MR y Cia S.A.S,No,03/2021,Compra,Factura,MRE 10890,1637440,SI,SI,SI,,SI,SI,,,Si,1,Si,1,Volumen,5 - 50 uL,"0,5 uL",5 - 50 uL,,,,,,,,
LIME - Microbiología,Minicentrifuga   ,186948,BIO-16293,NI,Enith Knuth / Andres Zuluaga,Microbiología 2,Thermo Scientific,mySPIN12,HSG10937,,BIO,,,,2020-07-09 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorio,Si,07/2021,Compra,Factura,FE2220,,SI,,SI,,SI,,,,Si,1,No,,Velocidad,500 - 12500 rpm,,,,,,,,,,
LIME - Microbiología,Termómetro,LIME 042, BIO-12563,17- 436,Enith Knuth,Area de procesamiento C (congelador),Halthen,SH144,11847,,BIO,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,NI,NI,NI,,SI,,,,SI,SI,,,No,,Si,1,Temperatura,"Temp interior: -10 ° C a 50 ° C/ 14°F a 122°F
Temp exterior: -50 ° C a 70 ° C/-58°F a 158°F","0,1°C/°F",,,,,,,,,
LIME - Microbiología,Timer sencillo,, Pendiente,14 - 053,Enith Knuth,Microbiología 1 ,N/I,N/I,N/I,,BIO,,ACTA No. 03 Abril 10 de 2013 ,,NI,UdeA,NI,NI,NI,No,,NI,NI,NI,,SI,,,,,SI,,,No,,No,,Tiempo,"99 h: 59 min, 59 s",1s,,,,,,,,,
LIME - Microbiología,Timer 4 canales,, Pendiente,14 - 053,Enith Knuth,Microbiología 1 ,Alla France,04404354,N/I,,BIO,,ACTA No. 03 Abril 10 de 2013 ,,NI,UdeA,NI,NI,NI,No,,NI,NI,NI,,SI,,,,,SI,,,No,,No,,Tiempo,"99 h: 59 min, 59 s",1s,,,,,,,,,
LIME - Microbiología,Filmarray,187250,BIO-16698,NI,Enith Knuth / Andres Zuluaga,Microbiología 1,BIOFIRE,FilmArray Torch (ref: HTFA-ASY-0104),TB03545,,BIO,Clase IIa,INVIMA 2014DM-0011912,,Factura 22/07/2021 Reporte de instalación 05/08/2021,UdeA,03/2021,830.023.844-1,Biomérieux,No tiene garantía,,Compra,Factura                        Reporte de instalación,FE23094 00728988,,SI,SI,SI,Carta de no requiere,SI (proveedor),,NR,,No,NR,No,,,,,,,120 VAC,"3,2 A (2 modulos)",20 - 80 %HR,15 - 30 °C,458 x 737 x 292 mm,"29,9 kg",Frecuencia 50 - 60 Hz
LIME - Microbiología,Agitador Vórtex,LIME 258,BIO-12119,15 - 651,Enith Knuth,Microbiología 1 ,Labnet,S0200,Z1050623,,BIO,,ACTA No. 03 Abril 10 de 2013 ,,NI,UdeA,NI,NI,NI,No,,NI,NI,NI,,SI,,SI,,SI,,NR,,No,NR,No,,Velocidad,"Velocidad maxima
3400 rpm. (60 Hz)
2850 rpm. (50 Hz)",Perilla sin indicaciones,,,,,,,,,
LIME - Microbiología,Cabina de bioseguridad,148759,BIO-12120,NI,Enith Knuth / Andres Zuluaga,Microbiología 1 ,Labconco,cat36209-04,50537520,,BIO,Clase I,Antes de 2009,,2005-06-06 00:00:00,UdeA,NI,NI,Labconco Corporation,No,,Compra,Factura,689759,,SI,SI,SI,,SI,,,,Si,1,Si,1 (Calificación),,,,,,,,,,,,
LIME - Microbiología,Citocentrifuga,143464,BIO-12121,10 - 778,Enith Knuth / Andres Zuluaga,Microbiología 1 ,Thermo Scientific,Cytospin 4,CY81191203,,BIO,Clase I,INVIMA 2014DM-0012446,,2012-06-22 00:00:00,UdeA,NI,830.071.701-1,Macrosearch,No,,Compra,Factura,I5226,,SI,,SI,,SI,,,,Si,1,Si,1,Velocidad,"200 -2000 rpm
1 - 99 minutos",50 rpm,,,,,,,,,
LIME - Microbiología,Contador de células,132182,BIO-12122,15 - 112,Enith Knuth / Andres Zuluaga,Microbiología 1 ,CII UdeA,CDC516,N/I,,BIO,,No es considerado dispositivo médico,,2009-01-23 00:00:00,UdeA,NI,890.980.040 - 8,CII,No,2010-01-22 00:00:00,Compra,Acta de entrega,19714,,SI,,,,SI,,,,Si,1,No,,,,,,,,,,,,,
