Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Código: F-147-LIME,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49
Inmunodeficiencias Primarias,Incubadora CO2,No tiene,BIO-16311,18-013,Diana Arboleda / Claudia Milena Trujillo Vargas,SIU - Cuarto de cultivo,Thermo Scientific,Series 8000 WJ 3428,181988-102,Extensión e investigación,BIO,Clase IIa,INVIMA 2017DM-0016578,,29/10/2013,Comprado por fundación,2013-08-08 00:00:00,860.072.122-9,G&G Sucesores,No,Octubre de 2014,Donación,Factura,F-8502,17933600,SI,NO,SI (ING Y TRADUCIDO),SI (CAP MANT ING Y TRADUCIDO),SI,SI,NO,Anual,SI,1,SI,1 (calificación),Temperatura         %CO2,5ºC sobre la temperatura ambiente hasta 55ºC                             0 - 20 %CO2,"0,1 °C / 0,1 %CO2",NI,NI,115 VAC,"3,60 A","80 %HR hasta 31 °C, decreciendo linealmente hasta 50 %HR a 40°C",5 - 40 °C,"66,8cm x 100,3cm x 635cm","120,2 kg",Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Agitador Vortex,151664,BIO-16308,15-651,Diana Arboleda / Jose Luis Franco,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Labnet,S0200,Z3121820,Extensión  ,BIO,,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,2014-04-22 00:00:00,UdeA,NI,860.521.570-2,Biodiagnóstica Ltda,No,Abril de 2015,Compra,Factura,16028,501120,SI,NO,SI,SI (CAP MANT),SI,SI,NO,NI,SI,1,NO,,Velocidad               ,Máx. 3400 rpm (60 Hz) / 2850 rpm (50 Hz),NI,NI,NI,120 VAC,"0,6 A",NI,4 - 65 °C,14 x 16 x 12 cm,"2,2 kg",Frecuencia 60 Hz
Inmunodeficiencias Primarias,Centrífuga refrigerada,119807 / 000791,BIO-16756,18-265,Diana Arboleda / Jose Luis Franco,SIU - Cuarto de cultivo,Eppendorf, 5810R ,0033896,Extensión e investigación,BIO,Clase I,INVIMA 2014DM-0011801,,2006,UdeA,2005,811.033.098-5,Importecnical,No,Mayo de 2007,Compra,NI,NI,,SI,NO,SI,SI (CAP MANT),SI,SI,NO,Anual,SI,1,SI,1,Velocidad         Temperatura      Tiempo,200 - 14000 rpm                                                T -9 - 40 °C                                                    1 - 99 min,"10 rpm hasta 5000 rpm, en adelante 100 rpm                                           1°C                                                                                                     1 min",NI,NI,120 VAC,12 A,Máx. 75 %HR,10 - 35 °C,700 x 608 x 345 mm,99 kg,Frecuencia 60 Hz  Potencia 1300 W
Inmunodeficiencias Primarias,Centrífuga refrigerada,152447 / 001160,BIO-16757,18-265,Diana Arboleda / Claudia Milena Trujillo Vargas,SIU - Cuarto de cultivo,Thermo Scientific,Sorvall ST 16R cat 75004381,41610870,Extensión e investigación,BIO,Clase I,INVIMA 2014DM-0012408,,2014-05-15 00:00:00,UdeA,2014,860.072.122-9,G&G Sucesores,No,Mayo de 2015,Compra,Factura,F-9489,24491080,SI,NO,SI,SI (CAP MANT),SI,SI,NO,Anual,SI,1,SI,1,Velocidad         Temperatura ,300 - 15200 rpm                                            T -10 a 40 °C,NI,NI,NI,120 VAC,12 A,"Máx. 80 %HR hasta 31°C, reduciendo lineal hasta el 50 %HR en 40°C",2 - 35 °C,360 x 623 x 605 mm (alto x ancho x profundo) (alto con tapa abierta 870 mm),"91,5 kg",Frecuencia 50/60 Hz  Potencia 1200 W
Inmunodeficiencias Primarias,Balanza analítica,115796,BIO-16758,18-449,Diana Arboleda / Jose Luis Franco,SIU - Cuarto de cultivo,Sartorius,BL210S,16007247,Extensión e investigación,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013  ",,2008 o antes,UdeA,NI,NI,Donación FIP,No,NI,Donación,NI,NI,,SI,,SI (ING),SI (ING - CAP MANT),,,,No especifica,SI,1,SI,1,Masa,"0,0002 - 210 g","0,0001 g",NI,NI,Volataje entrada adaptador 115 VAC - 230 VAC,NI,NI,5 - 40 °C,189 x 251 x 299 mm,3 kg,NI
Inmunodeficiencias Primarias,Congelador,137842,Pendiente,15-583,Diana Arboleda / Jose Luis Franco,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",FAGOR,AFN701A,10090008M,Extensión,IND,,,,Fecha de compra diciembre de 2009               Fecha de recepción 02/11/2010,UdeA,NI,811.014.137-3,Fagor Industrial S.A.,No,Noviembre de 2011,Compra,Factura,11132,,SI,,SI (Ficha tecnica),,,,,NI,SI,1,SI,1 (calificación),Temperatura,T - 18 a - 22°C,NI,NI,NI,220 VAC,4 A,NI,Máx. 43°C,710 x 710 x 2100 mm,115 kg,Potencia 450 W Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Refrigerador,132496 / 008721,Pendiente,17-157,Diana Arboleda / Claudia Milena Trujillo Vargas,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",FAGOR,AFP701,06060075M,Extensión,IND,,,,2009-07-31 00:00:00,UdeA,NI,811.014.137-3,Fagor Industrial S.A.,No,Julio de 2010,Compra,Factura,010190,,SI,,SI (Ficha tecnica),,,,,NI,SI,1,SI,1 (calificación),Temperatura,T - 2 a 8 °C,NI,NI,NI,220 VAC,NI,NI,Máx. 43°C,693 x 726 x 2067 mm,110 kg,Potencia 208 W Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Lector de platos ELISA,146231,BIO-16759,16-979,Diana Arboleda / Juan Álvaro López Quintero,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",BioRad,iMark,15486,Extensión,BIO,Clase IIa,Comprado en Febrero de 2013 y el INVIMA lo clasificó como dispositivo médico en Acta No. 08 septiembre 11 de  2013,,06/02/2013,UdeA,NI,830.034.233-7,AM LTDA.,No,Febrero de 2014,Compra,Factura,12-065,,SI,,SI,SI,,,SI,Anual,SI,1,NO,,Longitud de onda,400 - 750 nm,,,,120 VAC,NI,Máx. 90%HR,15 - 40 °C,346 mm x 377 mm x 164 mm (ancho x profundidad x altura),"5,5 kg",Frecuencia 50/60 Hz Potencia 100 VA
Inmunodeficiencias Primarias,Lavador de platos de ELISA,140119 / 008685,BIO-16760,17-489,Diana Arboleda /Monica Lucia Giraldo Restrepo,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Awareness Technology,Stat Fax 2600,2600-7447,Extensión,BIO,Clase IIa,INVIMA 2018DM-0018956,,2011-07-06 00:00:00,UdeA,NI,830.025.281-2,ANNAR,No,Julio de 2012,Compra,Factura,SAS-144963,,SI,,SI,SI (CAP MANT),,,SI (parcial),Semestral,SI,1,NO,,,,,,,110-120 / 220-240 VAC,NI,"80%HR para temperaturas de hasta 31 ° C, disminuyendo linealmente a 50%HR a 40°C",5 - 40 °C,"34,3 cm x 40,6 cm x 19 cm",10 kg,Potencia 70 W Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Microscopio,132498 / 040037,BIO-16761,12-536,Diana Arboleda / Claudia Milena Trujillo Vargas,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",OLYMPUS,CX21FS1, 8D07016,Extensión,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009, en esta acta el Invima indica que los microscopios no requieren registro sanitario, hasta el ACTA No. 09 Octubre 17 de 2012 donde indica que ya si lo requiere.",,Factura 24/07/2009            Carta de garantía 31/07/2002,UdeA,NI,811.033.098-5,Importecnical,No,2010-07-31 00:00:00,Compra,Factura,006823,,SI,,SI (ING),SI (ING),SI,,SI,Anual,SI,1,NO,,,,,,,100-120/220-240 VAC,"0,42/0,25 A","80%HR para temperaturas de hasta 31 ° C, disminuyendo linealmente a 50%HR a 40°C",5 - 40 °C,154 x 391 x 238 mm,"5,9 kg",Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Microscopio,132499 / 008680,BIO-16811,12-536,Diana Arboleda / Claudia Milena Trujillo Vargas,SIU - Cuarto de cultivo,OLYMPUS,CX21FS1, 8F11617,Extensión e investigación,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009, en esta acta el Invima indica que los microscopios no requieren registro sanitario, hasta el ACTA No. 09 Octubre 17 de 2012 donde indica que ya si lo requiere.",,Factura 24/07/2009            Carta de garantía 31/07/2002,UdeA,NI,811.033.098-5,Importecnical,No,2010-07-31 00:00:00,Compra,Factura,006823,,SI,,SI (ING),SI (ING),SI,,SI,Anual,SI,1,NO,,,,,,,100-120/220-240 VAC,"0,42/0,25 A","80%HR para temperaturas de hasta 31 ° C, disminuyendo linealmente a 50%HR a 40°C",5 - 40 °C,154 x 391 x 238 mm,"5,9 kg",Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Cabina de seguridad biológica,130333 / 040040,BIO-16812,NI,Diana Arboleda / Juan Álvaro López Quintero,SIU - Cuarto de cultivo,Labconco,3430801 (Logic Purifier 3' (pies)),080992294A,Extensión e investigación,BIO,Clase IIa,"No requiere, invima emite certificado",,Fcatura 23/09/2008 Fecha de recepción diciembre de 2008,UdeA,NI,444000053,Labconco corporation,No,Diciembre de 2009,Compra,Factura,767125,,SI,,,,,,,,SI,1,SI,1 (calificación),,,,,,NI,NI,NI,NI,NI,NI,NI
Inmunodeficiencias Primarias,Micropipeta,No tiene,BIO-16813,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Gilson,Pipetman P1000,L8420618,Docencia e investigación,,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Abril o mayo de 2008,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,SI,1,SI,1,Volumen,200 - 1000 ul,2 ul,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,No tiene,BIO-16814,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Gilson,Pipetman P200,C14803A,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Abril o mayo de 2008,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,SI,1,SI,1,Volumen,50 - 200 ul,"0,2 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,No tiene,BIO-16815,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Gilson,Pipetman P100,M26388K,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Abril o mayo de 2008,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,SI,1,SI,1,Volumen,20 - 100 ul,"0,2 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,No tiene,BIO-16816,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Gilson,Pipetman P20,J8522031,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Abril o mayo de 2008,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,SI,1,SI,1,Volumen,2 - 20 ul,"0,02 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,No tiene,Pendiente,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Gilson,Pipetman P10,Q56437A,,,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Abril o mayo de 2008,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,NO,,NO,,Volumen,1 - 10 ul,"0,02 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,No tiene,BIO-16817,15-166,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 ",Gilson,Pipetman P2,N64126K,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,NI,UdeA,NI,900.754.314 -8,Gentech,No,,Compra,Factura,,,SI,,,,,,,,SI,1,SI,1,Volumen,"0,2 - 2 ul","0,002 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,3-058960-00,BIO-16818,15-166,Diana Arboleda / Jose Luis Franco,SIU - Cuarto Cultivo pequeño,Nichiryo,Nichipet EX Plus,H59000902,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Mayo de 2006,UdeA,NI,900.754.314 -8,Gentech,No,Mayo de 2007,Compra,Factura,,,SI,,SI (ING),,SI,,SI,,SI,1,SI,1,Volumen,100 - 1000 ul,1 ul,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,3-61123-00,BIO-16819,15-166,Diana Arboleda / Claudia Milena Trujillo Vargas,SIU - Cuarto Cultivo pequeño,Nichiryo,Nichipet EX Plus,H71034342,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Junio de 2009,UdeA,NI,900.754.314 -8,Gentech,No,Junio de 2010,Compra,Factura,,,SI,,SI (ING),,SI,,SI,,SI,1,SI,1,Volumen,2 - 20 ul,"0,02 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,3-058962-00,BIO-16820,15-166,Diana Arboleda ,SIU - Cuarto Cultivo pequeño,Nichiryo,Nichipet EX Plus,H53008801,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,Marzo de 2006,UdeA,NI,900.754.314 -8,Gentech,No,Marzo de 2007,Compra,Factura,,,SI,,SI (ING),,SI,,SI,,SI,1,SI,1,Volumen,20 - 200 ul,"0,2 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,3-61126-00,BIO-16821,15-166,Diana Arboleda ,SIU - Cuarto Cultivo pequeño,Nichiryo,Nichipet EX Plus,K08923221,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,julio de 2009,UdeA,NI,900.754.314 -8,Gentech,No,Julio de 2010,Compra,Factura,,,SI,,SI (ING),,SI,,SI,,SI,1,SI,1,Volumen,"0,5 - 10 ul","0,01 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta,3-61122-00,BIO-16822,15-166,Diana Arboleda ,SIU - Cuarto Cultivo pequeño,Nichiryo,Nichipet EX Plus,H07Y03361,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,julio de 2009,UdeA,NI,900.754.314 -8,Gentech,No,Julio de 2010,Compra,Factura,,,SI,,SI (ING),,SI,,SI,,SI,1,SI,1,Volumen,"0,1 - 2 ul","0,002 ul",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Micropipeta Multicanal,148861,BIO-16823,15-166,Diana Arboleda / Jose Luis Franco,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Labnet,P3612L,VLE120012-1307014,,BIO,Clase I,ACTA No. 09 Septiembre 17 de 2014,,14/08/2013,UdeA,NI,900.754.314 -8,Gentech,No,Agosto de 2014,Compra,Factura,14313,,SI,,,,,,,,SI,1,SI,1,Volumen (12 canales),100 - 1200 ul,1 ul,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,IDP6,BIO-16824,17-436,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 - Área de recepción de muestras",Halthen Hi Precision,TA-268,22390,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2020-10-13 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorios,No,,Compra,Factura,FE3005,,SI,,SI (Ficha técnica),,,,,No especifica,SI,1,SI,1,Temperatura,T -40 A 70 °C ,"0,1 °C",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,No tiene,Pendiente,17-436,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530 - Refrigerador",Halthen Hi Precision,TA268,08A04,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,SI (Ficha técnica),,,,,No especifica,NO,,NO,,Temperatura,T -40 A 70 °C ,"0,1 °C",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,1,Pendiente,17-436,Diana Arboleda ,SIU - Cuarto de cultivo,ADJ,HTC-2A,,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,NO,,NO,,Temperatura,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,2,Pendiente,17-436,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",NI,NI,NI,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,NO,,NO,,Temperatura,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,IDP3,Pendiente,17-436,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",NI,NI,NI,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,SI,1,SI,1,Temperatura,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termómetro,IDP1,BIO-16830,17-436,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Alla France,NI,NI,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,SI,1,SI,1,Temperatura,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termohigrómetro,IDP5,BIO-16825,13-994,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530- Estante de reactivos",Halthen,TTH-002,23119,Extensión,BIO,,ACTA No. 07 Junio 10 de 2009,,2020-10-13 00:00:00,UdeA,NI,900.355.024-5,Equipos y Laboratorios,No,,Compra,Factura,FE3005,,SI,,SI (Ficha técnica),,,,,No especifica,SI,1,SI,1,Temperatura     Humedad,"Temp interior: 0 a 50 °C (32 a 122 °F).
Temp exterior: -50 a70°C (-58a 158 °F).
Humedad relativa: 15 a 95 % HR","Temperatura: 0,1 °C (0,1°F)
Humedad: 1 %HR",NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termohigrómetro,1,Pendiente,13-994,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",NI,NI,NI,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,NO,,NO,,Temperatura     Humedad,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Termohigrómetro,No tiene,Pendiente,13-994,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",NI,NI,DC103,Docencia e investigación,,,ACTA No. 07 Junio 10 de 2009,,NI,UdeA,NI,NI,NI,No,,Compra,Factura,NI,,SI,,,,,,,No especifica,NO,,NO,,Temperatura     Humedad,NI,NI,NI,NI,,,,,,,
Inmunodeficiencias Primarias,Balanza analítica,57134 / 012743,BIO-16309,18-449,Diana Arboleda / Juan Álvaro López Quintero,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",OHAUS,G120-S0,01227,Extensión,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009 indica que no requiere registro sanitario, y se rectifica en ACTA No. 03 Abril 10 de 2013 ",,NI,UdeA,NI,NI,NI,No,NI,Compra,Factura,NI,,SI,NO,NO,NO,SI,SI,NO,NI,SI,1,SI,1,Masa,"0,1 - 120 g",1 mg,,,100/120 VAC,NI,NI,NI,NI,NI,Potencia 20 VA Frecuencia 50/60 Hz
Inmunodeficiencias Primarias,Cabina de extracción de gases,008720,BIO-16826,NI,Diana Arboleda ,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",C4,CEX-120,100410,Extensión,BIO,Clase I,"No requiere, invima emite certificado",,NI,UdeA,NI,NI,NI,No,NI,Compra,Factura,NI,,SI,,SI,SI (CAP MANT),,,,Semestral,SI,1,SI,1 (calificación),,,,,,220 VAC,6 A,NI,NI,1200 x 880 x 1519 mm (ancho x profundo x alto),158 kg,"Potencia 0,56 kW Frecuencia 60 Hz"
Inmunodeficiencias Primarias,Nanodrop ,133238 / 008725,BIO-16827,15-601,Diana Arboleda / Juan Álvaro López Quintero,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Thermo Scientific,Nanodrop 2000,1812,Extensión,BIO,,Certificación No requiere 2011016707,,NI,UdeA,NI,NI,NI,No,NI,Compra,Factura,NI,,SI,,SI (ING),SI (ING - CAP MANT),,,,,SI,1,NO,,,,,,,Adaptador 120 VAC voltaje entrada equipo 12 VDC,NI,NI,NI,NI,2 kg,NI
Inmunodeficiencias Primarias,Centrífuga refrigerada,101484 / 000790,BIO-16828,18-265,Diana Arboleda / Jose Luis Franco,"SIU - Laboratorio de Inmunodeficiencias primarias - Torre 2, Lab 530",Kendro,Labofuge 400R,289782,Extensión,BIO,Clase I,"ACTA No. 07 Junio 10 de 2009, en esta acta el Invima indica que las centrífugas no requieren registro sanitario, hasta el ACTA No. 09 Octubre 17 de 2012 donde indica que ya si lo requiere.",,NI,UdeA,2000,NI,NI,No,NI,Compra,Factura,NI,,SI,,SI (ING),SI (ING - CAP MANT),,,,Anual,SI,1,SI,1,Velocidad Temperatura Tiempo,Velocidad 300 - 13000 RPM Temperatura      0 - 40 °C                Tiempo 1 - 99 min,Velocidad 100 RPM        Temperatura 1°C Tiempo 1 min,NI,NI,120 VAC,"7,9 A","80%HR para temperaturas de hasta 31 ° C, disminuyendo linealmente a 50%HR a 40°C",5 - 40 °C,34 x 63 x 60 cm,74 kg,Potencia 760 W Frecuencia 60 Hz
